person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
35.0,female,High School,41992.0,16,RENT,EDUCATION,16.32,0.12,6.0,No,27,321000,990
28.0,male,Bachelor,41666.0,7,RENT,VENTURE,14.26,0.12,9.0,No,31,354500,952
35.0,male,High School,42019.0,8,RENT,DEBTCONSOLIDATION,15.45,0.12,6.0,No,26,309000,990
27.0,female,Associate,41579.0,5,RENT,MEDICAL,10.25,0.12,10.0,No,28,301000,895
27.0,male,Associate,42772.0,3,RENT,MEDICAL,16.7,0.12,9.0,No,27,284000,876
28.0,female,High School,42787.0,8,RENT,HOMEIMPROVEMENT,8.9,0.12,9.0,No,27,297000,916
32.0,female,Bachelor,44654.0,10,RENT,HOMEIMPROVEMENT,6.91,0.11,5.0,No,28,326500,971
28.0,male,Bachelor,46520.0,5,RENT,PERSONAL,13.49,0.11,6.0,No,29,323000,928
35.0,male,Master,47515.0,11,RENT,MEDICAL,9.99,0.11,6.0,No,28,348000,1035
28.0,female,Bachelor,47912.0,6,RENT,DEBTCONSOLIDATION,5.99,0.1,7.0,No,29,326500,938
32.0,male,Bachelor,47725.0,9,RENT,MEDICAL,14.09,0.1,10.0,No,27,302000,932
28.0,female,Bachelor,44931.0,6,MORTGAGE,HOMEIMPROVEMENT,12.53,0.13,9.0,No,29,328500,943
31.0,female,Doctorate,50167.0,9,RENT,EDUCATION,16.07,0.1,9.0,No,28,324500,965
30.0,female,Associate,51100.0,7,RENT,HOMEIMPROVEMENT,16.0,0.1,6.0,No,30,351500,976
31.0,female,Master,51320.0,10,RENT,EDUCATION,8.49,0.1,10.0,No,30,351000,975
29.0,female,Master,51589.0,5,RENT,HOMEIMPROVEMENT,14.96,0.1,9.0,No,31,359500,966
30.0,female,Master,46338.0,7,MORTGAGE,MEDICAL,17.27,0.27,5.0,No,27,306000,944
28.0,male,Bachelor,53883.0,5,RENT,HOMEIMPROVEMENT,12.99,0.09,5.0,No,28,307500,915
27.0,male,Bachelor,65037.0,2,RENT,MEDICAL,15.58,0.14,7.0,No,30,336500,934
35.0,female,High School,65971.0,16,RENT,MEDICAL,14.46,0.14,9.0,No,26,303000,971
31.0,male,Associate,65852.0,10,RENT,HOMEIMPROVEMENT,12.49,0.14,7.0,No,28,313000,931
28.0,female,Associate,66951.0,8,RENT,HOMEIMPROVEMENT,11.01,0.13,8.0,No,28,314500,936
32.0,male,Master,68159.0,11,RENT,MEDICAL,15.05,0.13,6.0,No,29,337500,969
31.0,male,Master,67991.0,10,RENT,EDUCATION,14.46,0.13,5.0,No,28,322500,959
30.0,male,Master,46615.0,7,MORTGAGE,EDUCATION,17.99,0.21,6.0,No,31,363500,977
29.0,male,Associate,77983.0,7,RENT,DEBTCONSOLIDATION,11.01,0.12,6.0,No,30,344500,956
27.0,male,Bachelor,83946.0,3,RENT,PERSONAL,16.77,0.11,6.0,No,28,297000,883
27.0,male,Associate,46228.0,7,MORTGAGE,MEDICAL,14.26,0.3,9.0,No,29,311000,893
28.0,female,High School,81247.0,8,RENT,MEDICAL,16.29,0.11,9.0,No,26,281000,900
27.0,female,Bachelor,47037.0,4,MORTGAGE,DEBTCONSOLIDATION,16.77,0.26,6.0,No,29,322000,925
27.0,female,Bachelor,88943.0,5,RENT,EDUCATION,9.63,0.1,7.0,No,31,349000,938
30.0,male,Master,78426.0,7,RENT,MEDICAL,16.0,0.11,5.0,No,30,346000,961
27.0,male,Master,46839.0,4,MORTGAGE,PERSONAL,10.99,0.13,10.0,No,30,335500,931
33.0,female,High School,106022.0,12,RENT,MEDICAL,14.65,0.08,7.0,No,24,268000,930
28.0,male,Master,29376.0,1,RENT,VENTURE,10.65,0.3,9.0,No,27,285500,881
29.0,female,High School,35111.0,3,RENT,DEBTCONSOLIDATION,10.0,0.25,10.0,No,28,314500,936
27.0,female,Bachelor,54292.0,1,RENT,VENTURE,16.89,0.09,10.0,No,27,291000,898
32.0,male,High School,53838.0,5,RENT,PERSONAL,20.0,0.09,10.0,No,28,326000,970
27.0,male,Associate,53697.0,1,RENT,HOMEIMPROVEMENT,16.35,0.09,6.0,No,30,339500,943
31.0,male,Doctorate,47943.0,7,MORTGAGE,DEBTCONSOLIDATION,16.77,0.08,9.0,No,26,285000,913
35.0,female,Associate,53919.0,14,RENT,PERSONAL,16.95,0.09,9.0,No,27,332500,1026
32.0,male,Associate,53839.0,9,RENT,DEBTCONSOLIDATION,18.25,0.09,5.0,No,26,294000,942
27.0,male,Associate,53728.0,2,RENT,PERSONAL,13.79,0.09,8.0,No,27,277500,856
30.0,male,Master,54901.0,10,RENT,MEDICAL,12.73,0.09,8.0,No,27,305500,942
27.0,male,Bachelor,55359.0,6,RENT,EDUCATION,16.0,0.09,10.0,No,31,344500,926
35.0,male,Doctorate,25251.0,11,RENT,PERSONAL,13.57,0.34,10.0,No,29,362000,1040
35.0,female,Bachelor,25055.0,15,RENT,EDUCATION,15.05,0.34,10.0,No,28,336000,1000
29.0,male,Master,27361.0,5,RENT,DEBTCONSOLIDATION,14.11,0.31,7.0,No,26,273000,875
27.0,female,Associate,28573.0,3,RENT,VENTURE,11.01,0.3,7.0,No,29,310000,890
33.0,female,Associate,30857.0,11,RENT,DEBTCONSOLIDATION,13.43,0.28,6.0,No,25,278500,928
28.0,male,High School,33441.0,6,RENT,VENTURE,15.96,0.25,10.0,No,29,324000,931
31.0,female,Associate,47396.0,8,MORTGAGE,DEBTCONSOLIDATION,7.49,0.05,6.0,No,28,318500,947
27.0,male,High School,47649.0,7,MORTGAGE,HOMEIMPROVEMENT,18.79,0.1,6.0,No,29,310000,890
28.0,male,Associate,38864.0,7,RENT,MEDICAL,16.07,0.22,10.0,No,30,335000,930
30.0,male,Master,47908.0,9,MORTGAGE,HOMEIMPROVEMENT,13.99,0.06,10.0,No,29,329000,945
29.0,female,High School,67038.0,7,RENT,PERSONAL,16.29,0.13,8.0,No,24,252000,875
32.0,male,Associate,40016.0,7,RENT,HOMEIMPROVEMENT,11.01,0.21,6.0,No,28,328000,976
28.0,female,High School,47740.0,3,MORTGAGE,MEDICAL,14.83,0.07,8.0,No,28,312000,928
31.0,female,Associate,59650.0,5,RENT,DEBTCONSOLIDATION,16.4,0.08,5.0,No,29,343000,985
30.0,female,Bachelor,59828.0,7,RENT,EDUCATION,10.74,0.08,10.0,No,28,322500,959
30.0,female,Bachelor,59818.0,6,RENT,HOMEIMPROVEMENT,15.31,0.08,10.0,No,27,301500,930
33.0,female,Associate,62018.0,11,RENT,MEDICAL,14.96,0.08,9.0,No,26,302500,969
28.0,female,Associate,63259.0,7,RENT,HOMEIMPROVEMENT,11.36,0.08,7.0,No,31,348500,936
27.0,female,Associate,65827.0,1,RENT,DEBTCONSOLIDATION,11.99,0.08,10.0,No,30,339500,943
31.0,female,High School,47801.0,8,MORTGAGE,EDUCATION,11.36,0.46,5.0,No,29,340000,977
27.0,male,Associate,65927.0,4,RENT,DEBTCONSOLIDATION,13.17,0.08,8.0,No,30,327000,908
30.0,female,Associate,65645.0,10,RENT,VENTURE,15.13,0.08,9.0,No,27,292000,901
28.0,female,Associate,71929.0,4,RENT,DEBTCONSOLIDATION,15.23,0.07,6.0,No,30,335500,931
27.0,male,Master,73008.0,5,RENT,PERSONAL,14.54,0.07,10.0,No,28,294500,876
29.0,male,Master,47768.0,8,MORTGAGE,PERSONAL,11.01,0.21,5.0,No,30,343500,954
27.0,female,Associate,72976.0,6,RENT,HOMEIMPROVEMENT,15.21,0.07,9.0,No,28,299500,891
29.0,male,Bachelor,73054.0,11,RENT,MEDICAL,14.22,0.07,9.0,No,30,346000,961
30.0,female,High School,77228.0,7,RENT,PERSONAL,10.39,0.06,8.0,No,29,331000,951
31.0,male,High School,48195.0,6,MORTGAGE,HOMEIMPROVEMENT,13.3,0.25,7.0,No,26,280000,897
32.0,female,Bachelor,47813.0,8,MORTGAGE,HOMEIMPROVEMENT,12.17,0.06,6.0,No,28,333000,991
28.0,female,Doctorate,89523.0,7,RENT,DEBTCONSOLIDATION,15.21,0.06,8.0,No,31,353500,950
32.0,male,High School,79483.0,12,RENT,MEDICAL,11.28,0.06,9.0,No,28,327000,973
29.0,female,Bachelor,81475.0,7,RENT,MEDICAL,7.51,0.06,10.0,No,28,306500,912
30.0,male,High School,48790.0,6,MORTGAGE,EDUCATION,7.49,0.31,5.0,No,28,320000,952
27.0,female,Master,48640.0,7,MORTGAGE,VENTURE,20.0,0.05,8.0,No,27,284000,876
30.0,male,Associate,48639.0,5,MORTGAGE,DEBTCONSOLIDATION,10.75,0.3,7.0,No,30,355000,986
28.0,male,High School,48947.0,6,MORTGAGE,EDUCATION,8.49,0.2,8.0,No,27,283000,873
35.0,female,Associate,114911.0,15,RENT,HOMEIMPROVEMENT,14.42,0.04,6.0,No,27,329000,1015
31.0,male,High School,49088.0,8,MORTGAGE,DEBTCONSOLIDATION,16.77,0.19,10.0,No,28,317500,944
29.0,male,High School,19845.0,8,RENT,PERSONAL,14.72,0.27,8.0,No,29,330000,948
28.0,male,Associate,19179.0,10,RENT,PERSONAL,9.91,0.28,5.0,No,29,325500,935
29.0,male,Doctorate,22369.0,7,RENT,HOMEIMPROVEMENT,12.69,0.24,9.0,No,24,249500,866
29.0,male,Master,49278.0,6,OTHER,DEBTCONSOLIDATION,16.63,0.3,10.0,No,25,268500,895
29.0,female,Bachelor,53639.0,5,RENT,PERSONAL,16.0,0.1,8.0,No,29,336000,965
27.0,male,Associate,93737.0,4,RENT,DEBTCONSOLIDATION,10.59,0.06,9.0,No,28,304500,906
30.0,female,High School,49481.0,9,MORTGAGE,HOMEIMPROVEMENT,14.65,0.1,10.0,No,28,314500,936
27.0,female,Associate,18996.0,5,RENT,VENTURE,5.99,0.29,8.0,No,29,313500,900
34.0,male,Master,23874.0,12,RENT,PERSONAL,15.23,0.23,8.0,No,28,330500,983
27.0,male,Associate,49696.0,7,MORTGAGE,DEBTCONSOLIDATION,7.29,0.04,5.0,No,28,309500,921
31.0,female,Associate,37087.0,6,RENT,HOMEIMPROVEMENT,15.21,0.15,7.0,No,29,330500,949
29.0,female,High School,50488.0,5,MORTGAGE,MEDICAL,7.51,0.08,9.0,No,25,263000,876
28.0,female,Master,56760.0,8,RENT,MEDICAL,11.11,0.1,10.0,No,32,368500,959
27.0,male,Master,61165.0,4,RENT,HOMEIMPROVEMENT,12.73,0.09,7.0,No,26,265000,849
31.0,female,Master,50339.0,7,MORTGAGE,MEDICAL,13.16,0.06,6.0,No,25,272000,906
32.0,male,Associate,14686.0,7,RENT,PERSONAL,13.48,0.38,10.0,No,28,333000,991
29.0,male,Master,15309.0,7,RENT,PERSONAL,12.18,0.37,10.0,No,29,327500,941
28.0,male,Associate,36889.0,7,RENT,DEBTCONSOLIDATION,14.84,0.15,10.0,No,25,252500,841
27.0,female,High School,42212.0,3,RENT,DEBTCONSOLIDATION,15.96,0.13,10.0,No,30,326500,906
33.0,male,High School,44247.0,8,RENT,PERSONAL,11.99,0.13,7.0,No,28,332500,989
28.0,male,Master,51395.0,10,MORTGAGE,DEBTCONSOLIDATION,16.29,0.15,7.0,No,31,350000,940
31.0,male,Associate,132284.0,5,RENT,DEBTCONSOLIDATION,11.01,0.04,10.0,No,27,310000,956
29.0,female,Associate,40027.0,7,RENT,HOMEIMPROVEMENT,5.79,0.14,5.0,No,29,333500,958
30.0,male,Master,51540.0,10,MORTGAGE,MEDICAL,7.49,0.09,7.0,No,30,345500,959
34.0,female,Associate,83653.0,9,RENT,VENTURE,14.59,0.07,5.0,No,24,266000,923
29.0,male,Bachelor,51431.0,7,MORTGAGE,PERSONAL,11.49,0.12,9.0,No,30,346500,962
31.0,female,Master,75437.0,3,RENT,MEDICAL,14.11,0.08,10.0,No,29,332500,955
29.0,male,Bachelor,51442.0,5,MORTGAGE,EDUCATION,7.66,0.11,10.0,No,28,305500,909
35.0,male,High School,51583.0,11,MORTGAGE,EDUCATION,14.17,0.1,8.0,No,26,314500,1008
27.0,female,Associate,22220.0,4,RENT,DEBTCONSOLIDATION,7.49,0.27,5.0,No,28,302500,900
34.0,male,Doctorate,22897.0,10,RENT,VENTURE,11.01,0.26,7.0,No,27,315000,972
28.0,female,Bachelor,51420.0,6,MORTGAGE,MEDICAL,9.25,0.08,10.0,No,28,312500,930
27.0,female,Bachelor,23774.0,7,RENT,MEDICAL,16.49,0.25,8.0,No,31,347000,932
33.0,female,Bachelor,23663.0,6,RENT,PERSONAL,10.65,0.25,6.0,No,27,309000,953
29.0,male,Bachelor,51517.0,5,MORTGAGE,HOMEIMPROVEMENT,12.98,0.02,10.0,No,26,284500,911
27.0,female,Bachelor,26855.0,4,RENT,HOMEIMPROVEMENT,18.07,0.22,7.0,No,31,345000,927
27.0,male,Master,51141.0,3,MORTGAGE,PERSONAL,13.48,0.06,7.0,No,31,347000,932
32.0,male,High School,31270.0,14,RENT,MEDICAL,16.49,0.19,5.0,No,26,300000,961
35.0,male,Bachelor,32639.0,13,RENT,DEBTCONSOLIDATION,16.29,0.18,8.0,No,27,331000,1021
29.0,female,Master,32921.0,8,RENT,HOMEIMPROVEMENT,14.84,0.18,7.0,No,29,321000,922
31.0,female,Associate,33576.0,7,RENT,HOMEIMPROVEMENT,8.94,0.18,6.0,No,29,339500,975
33.0,female,Master,33808.0,11,RENT,DEBTCONSOLIDATION,13.49,0.18,8.0,No,26,301500,966
29.0,female,Bachelor,37031.0,8,RENT,HOMEIMPROVEMENT,17.99,0.16,7.0,No,28,309000,919
28.0,male,Bachelor,37071.0,5,RENT,MEDICAL,10.37,0.16,6.0,No,29,321000,922
28.0,male,Doctorate,37058.0,4,RENT,DEBTCONSOLIDATION,11.49,0.16,9.0,No,29,330500,949
31.0,female,Bachelor,51428.0,3,MORTGAGE,EDUCATION,12.36,0.41,7.0,No,27,308500,952
32.0,male,Bachelor,36952.0,10,RENT,VENTURE,12.61,0.16,5.0,No,27,315000,972
27.0,female,Master,51287.0,5,MORTGAGE,MEDICAL,16.49,0.19,6.0,No,30,330000,916
29.0,female,Associate,38411.0,6,RENT,PERSONAL,11.46,0.16,10.0,No,29,321000,922
27.0,female,High School,38834.0,7,RENT,EDUCATION,12.84,0.15,9.0,No,28,308500,918
27.0,male,High School,41147.0,1,RENT,PERSONAL,14.91,0.15,5.0,No,30,332000,922
29.0,male,Bachelor,41576.0,8,RENT,VENTURE,14.91,0.14,6.0,No,28,312500,930
27.0,male,Bachelor,41826.0,6,RENT,DEBTCONSOLIDATION,15.31,0.14,5.0,No,30,330000,916
29.0,male,Associate,35450.0,3,RENT,MEDICAL,8.49,0.17,8.0,No,28,304500,906
30.0,female,Master,35885.0,7,RENT,PERSONAL,15.58,0.17,8.0,No,26,289000,926
35.0,female,Associate,52761.0,12,MORTGAGE,DEBTCONSOLIDATION,16.77,0.25,9.0,No,26,302500,969
31.0,female,Associate,35578.0,7,RENT,HOMEIMPROVEMENT,10.75,0.17,8.0,No,29,337000,968
33.0,female,Associate,36821.0,9,RENT,VENTURE,19.42,0.16,10.0,No,24,272000,944
27.0,male,Associate,38493.0,5,RENT,PERSONAL,6.62,0.16,10.0,No,27,283500,875
29.0,male,High School,39074.0,8,RENT,HOMEIMPROVEMENT,15.7,0.15,9.0,No,26,277000,887
30.0,female,Bachelor,53485.0,7,MORTGAGE,PERSONAL,12.21,0.11,7.0,No,28,320500,953
35.0,female,High School,53638.0,11,MORTGAGE,MEDICAL,7.51,0.28,6.0,No,27,321000,990
30.0,male,Associate,53624.0,8,MORTGAGE,DEBTCONSOLIDATION,16.29,0.25,9.0,No,28,310500,924
33.0,male,Master,43132.0,8,RENT,PERSONAL,13.72,0.14,8.0,No,26,295500,947
33.0,female,Master,43350.0,14,RENT,VENTURE,13.49,0.14,5.0,No,30,365000,1013
34.0,female,Associate,44083.0,10,RENT,VENTURE,11.01,0.14,10.0,No,27,316000,975
32.0,female,Bachelor,43858.0,8,RENT,MEDICAL,16.07,0.14,10.0,No,27,316500,976
35.0,male,Associate,45418.0,11,RENT,PERSONAL,9.99,0.13,7.0,No,28,337000,1002
29.0,male,High School,47989.0,8,RENT,PERSONAL,12.69,0.13,5.0,No,29,326000,936
27.0,male,High School,47863.0,5,RENT,VENTURE,14.61,0.13,7.0,No,29,319000,916
30.0,female,Bachelor,51506.0,7,RENT,MEDICAL,14.46,0.12,5.0,No,29,334500,961
33.0,male,Bachelor,53716.0,10,MORTGAGE,EDUCATION,12.99,0.13,8.0,No,29,347500,998
29.0,male,Bachelor,52715.0,5,RENT,VENTURE,15.96,0.11,5.0,No,30,338500,940
34.0,female,High School,53626.0,9,RENT,PERSONAL,16.45,0.11,10.0,No,25,284000,946
33.0,male,Bachelor,53590.0,12,RENT,DEBTCONSOLIDATION,14.96,0.11,8.0,No,29,353000,1014
27.0,female,Associate,54338.0,6,RENT,PERSONAL,17.19,0.11,5.0,No,30,340000,944
29.0,female,High School,55257.0,6,RENT,HOMEIMPROVEMENT,5.79,0.11,10.0,No,28,307000,913
29.0,female,High School,57311.0,6,RENT,EDUCATION,17.49,0.1,7.0,No,28,304500,906
29.0,male,High School,59802.0,6,RENT,PERSONAL,13.99,0.1,6.0,No,29,330000,948
31.0,male,High School,59620.0,9,RENT,HOMEIMPROVEMENT,10.59,0.1,9.0,No,26,284000,910
34.0,female,Associate,54022.0,13,MORTGAGE,DEBTCONSOLIDATION,12.98,0.08,6.0,No,26,306500,982
27.0,male,High School,53972.0,6,MORTGAGE,DEBTCONSOLIDATION,8.88,0.44,9.0,No,29,316500,909
34.0,male,Master,54039.0,12,MORTGAGE,MEDICAL,15.95,0.07,9.0,No,26,307000,983
32.0,male,Associate,65756.0,5,RENT,HOMEIMPROVEMENT,15.95,0.09,7.0,No,25,270000,900
27.0,male,Bachelor,53886.0,5,MORTGAGE,EDUCATION,13.23,0.11,8.0,No,29,313500,900
32.0,male,Master,28432.0,11,RENT,VENTURE,15.28,0.25,5.0,No,29,345000,991
27.0,male,Bachelor,24736.0,5,RENT,PERSONAL,5.42,0.28,9.0,No,26,269000,862
31.0,male,Bachelor,16604.0,5,RENT,HOMEIMPROVEMENT,9.62,0.42,9.0,No,29,343000,985
29.0,female,Bachelor,18522.0,11,RENT,PERSONAL,12.84,0.38,5.0,No,30,351000,975
30.0,male,Bachelor,18525.0,7,RENT,DEBTCONSOLIDATION,6.76,0.38,5.0,No,29,327000,939
27.0,female,High School,19069.0,5,RENT,HOMEIMPROVEMENT,12.21,0.37,10.0,No,27,292000,901
29.0,male,High School,22851.0,6,RENT,VENTURE,10.99,0.31,5.0,No,28,306500,912
27.0,female,Bachelor,25200.0,0,RENT,MEDICAL,11.01,0.28,5.0,No,25,254500,848
33.0,female,High School,25115.0,10,RENT,DEBTCONSOLIDATION,9.45,0.28,8.0,No,26,304000,974
29.0,female,Associate,25913.0,5,RENT,MEDICAL,13.72,0.27,10.0,No,25,262000,873
27.0,male,Master,28867.0,4,RENT,EDUCATION,15.7,0.24,5.0,No,27,282500,871
31.0,male,Associate,69787.0,8,RENT,EDUCATION,11.01,0.09,8.0,No,27,302500,933
29.0,male,Master,53452.0,4,MORTGAGE,DEBTCONSOLIDATION,14.74,0.19,5.0,No,28,310500,924
31.0,female,Master,54083.0,11,MORTGAGE,EDUCATION,12.53,0.22,6.0,No,27,303500,936
33.0,male,High School,53709.0,13,MORTGAGE,DEBTCONSOLIDATION,14.74,0.08,10.0,No,27,322000,993
31.0,female,Bachelor,80064.0,10,RENT,DEBTCONSOLIDATION,14.35,0.07,5.0,No,29,332000,954
27.0,male,High School,80084.0,6,RENT,DEBTCONSOLIDATION,11.01,0.07,8.0,No,29,315500,906
31.0,female,Bachelor,72998.0,5,RENT,MEDICAL,11.71,0.08,6.0,No,26,281000,900
29.0,male,Bachelor,74785.0,7,RENT,MEDICAL,16.95,0.08,9.0,No,28,307500,915
35.0,female,Master,53614.0,12,MORTGAGE,MEDICAL,11.36,0.19,7.0,No,28,340500,1013
31.0,female,Bachelor,95792.0,11,RENT,HOMEIMPROVEMENT,7.51,0.06,5.0,No,29,332500,955
28.0,female,Bachelor,54403.0,6,MORTGAGE,PERSONAL,7.14,0.05,6.0,No,30,340500,945
32.0,male,High School,54082.0,5,MORTGAGE,EDUCATION,8.9,0.28,5.0,No,27,310000,956
27.0,male,Bachelor,54129.0,5,MORTGAGE,VENTURE,13.99,0.07,7.0,No,30,332000,922
33.0,female,High School,54217.0,8,MORTGAGE,MEDICAL,14.22,0.04,6.0,No,28,326000,970
32.0,male,Associate,15301.0,9,RENT,DEBTCONSOLIDATION,12.42,0.4,8.0,No,28,330500,983
31.0,male,Associate,54869.0,9,MORTGAGE,DEBTCONSOLIDATION,10.95,0.09,10.0,No,28,318500,947
32.0,male,Bachelor,130347.0,9,RENT,PERSONAL,5.99,0.05,5.0,No,29,350500,1007
33.0,female,Associate,54740.0,14,MORTGAGE,HOMEIMPROVEMENT,7.51,0.2,8.0,No,27,308500,952
32.0,male,High School,15154.0,9,RENT,EDUCATION,6.17,0.41,9.0,No,26,285500,915
33.0,female,High School,55079.0,11,MORTGAGE,HOMEIMPROVEMENT,16.49,0.15,6.0,No,23,251500,911
31.0,female,Associate,25722.0,9,RENT,MEDICAL,9.76,0.24,9.0,No,29,333500,958
29.0,female,Associate,22734.0,8,RENT,HOMEIMPROVEMENT,9.99,0.27,6.0,No,27,295500,912
28.0,female,Associate,60933.0,5,RENT,HOMEIMPROVEMENT,14.27,0.11,9.0,No,29,319500,918
30.0,female,High School,55413.0,5,MORTGAGE,PERSONAL,14.74,0.18,6.0,No,28,315000,937
29.0,female,Bachelor,54777.0,9,MORTGAGE,MEDICAL,16.49,0.11,10.0,No,30,340000,944
30.0,female,Bachelor,68684.0,8,RENT,DEBTCONSOLIDATION,11.49,0.1,9.0,No,29,340000,977
29.0,male,Associate,68935.0,11,RENT,MEDICAL,11.01,0.1,8.0,No,29,332000,954
28.0,male,High School,74360.0,6,RENT,DEBTCONSOLIDATION,12.98,0.09,8.0,No,29,320000,919
33.0,male,Bachelor,74398.0,11,RENT,MEDICAL,14.96,0.09,8.0,No,29,346500,995
33.0,female,Associate,55876.0,11,MORTGAGE,PERSONAL,9.91,0.26,6.0,No,29,355500,1021
31.0,male,Doctorate,36534.0,7,RENT,DEBTCONSOLIDATION,14.96,0.17,7.0,No,29,346000,994
31.0,female,Associate,56589.0,8,MORTGAGE,EDUCATION,13.49,0.14,5.0,No,27,301000,929
32.0,male,Bachelor,130513.0,6,RENT,HOMEIMPROVEMENT,16.29,0.05,6.0,No,28,334500,995
30.0,male,Bachelor,130779.0,10,RENT,EDUCATION,14.42,0.05,8.0,No,27,296000,913
35.0,female,High School,262431.0,13,RENT,DEBTCONSOLIDATION,14.11,0.03,9.0,No,22,239500,907
27.0,male,Associate,39652.0,5,RENT,EDUCATION,16.45,0.16,6.0,No,28,305000,907
29.0,female,Master,56231.0,8,MORTGAGE,HOMEIMPROVEMENT,11.86,0.09,9.0,No,25,267000,890
27.0,female,Bachelor,21231.0,1,RENT,DEBTCONSOLIDATION,11.99,0.31,8.0,No,24,238000,826
27.0,male,Bachelor,24988.0,6,RENT,PERSONAL,15.65,0.26,8.0,No,29,310500,892
33.0,male,High School,26111.0,11,RENT,PERSONAL,7.66,0.25,6.0,No,28,326500,971
27.0,male,High School,27386.0,3,RENT,VENTURE,16.35,0.24,7.0,No,30,341500,948
27.0,male,Master,35674.0,0,RENT,EDUCATION,14.11,0.18,8.0,No,27,291500,899
30.0,male,Bachelor,37188.0,9,RENT,HOMEIMPROVEMENT,15.65,0.17,6.0,No,29,329500,946
27.0,male,Bachelor,56578.0,3,MORTGAGE,PERSONAL,12.53,0.07,9.0,No,29,312500,897
27.0,female,Bachelor,56249.0,4,MORTGAGE,EDUCATION,9.32,0.16,9.0,No,31,354000,951
34.0,female,Associate,44802.0,11,RENT,DEBTCONSOLIDATION,15.65,0.15,10.0,No,27,312500,964
33.0,male,Associate,65722.0,9,RENT,DEBTCONSOLIDATION,14.96,0.1,7.0,No,29,343500,987
29.0,male,Master,56721.0,3,MORTGAGE,EDUCATION,12.99,0.19,6.0,No,28,318500,947
28.0,female,High School,71520.0,5,RENT,HOMEIMPROVEMENT,16.35,0.09,7.0,No,29,316500,909
29.0,female,Bachelor,39500.0,4,RENT,MEDICAL,16.07,0.17,9.0,No,29,323500,929
27.0,female,Associate,37216.0,5,RENT,PERSONAL,13.49,0.18,9.0,No,25,250000,833
27.0,female,Bachelor,57203.0,3,MORTGAGE,MEDICAL,15.7,0.14,8.0,No,30,335500,931
29.0,male,Associate,36514.0,5,RENT,MEDICAL,15.33,0.18,8.0,No,30,347000,963
31.0,male,Master,37325.0,10,RENT,EDUCATION,16.49,0.18,8.0,No,30,353500,981
33.0,female,Associate,31084.0,11,RENT,HOMEIMPROVEMENT,12.69,0.21,9.0,No,25,283000,943
28.0,female,High School,57535.0,1,MORTGAGE,HOMEIMPROVEMENT,8.88,0.1,6.0,No,30,335500,931
31.0,female,Associate,57367.0,12,MORTGAGE,VENTURE,14.84,0.4,9.0,No,27,296500,915
30.0,male,High School,25048.0,9,RENT,PERSONAL,12.84,0.27,6.0,No,28,320000,952
27.0,female,Bachelor,57447.0,4,MORTGAGE,DEBTCONSOLIDATION,14.96,0.44,9.0,No,30,331000,919
27.0,male,Bachelor,57226.0,8,MORTGAGE,DEBTCONSOLIDATION,11.01,0.14,7.0,No,30,331500,920
33.0,male,Bachelor,54974.0,8,RENT,EDUCATION,11.22,0.12,6.0,No,27,313500,967
28.0,male,Master,57026.0,4,MORTGAGE,PERSONAL,13.61,0.18,6.0,No,29,324500,932
29.0,male,Bachelor,22367.0,10,RENT,VENTURE,10.37,0.29,5.0,No,30,342500,951
27.0,male,Master,58021.0,4,MORTGAGE,MEDICAL,7.88,0.22,8.0,No,30,332000,922
28.0,male,Master,39056.0,6,RENT,VENTURE,16.82,0.16,5.0,No,31,355000,954
29.0,female,Associate,39298.0,8,RENT,EDUCATION,14.96,0.16,5.0,No,28,316000,940
33.0,female,Bachelor,58788.0,12,MORTGAGE,PERSONAL,12.42,0.12,5.0,No,23,250500,907
28.0,male,Master,58551.0,8,MORTGAGE,PERSONAL,15.27,0.09,5.0,No,31,357000,959
34.0,female,Master,39724.0,13,RENT,HOMEIMPROVEMENT,15.62,0.16,5.0,No,25,284500,948
32.0,male,Associate,49948.0,9,RENT,MEDICAL,15.65,0.13,6.0,No,28,322000,958
28.0,female,Bachelor,79251.0,5,RENT,PERSONAL,12.87,0.08,10.0,No,29,328000,942
33.0,male,Associate,80490.0,10,RENT,VENTURE,14.96,0.08,7.0,No,28,324500,965
35.0,male,Bachelor,83496.0,14,RENT,DEBTCONSOLIDATION,16.77,0.08,8.0,No,28,333500,992
31.0,male,Associate,58339.0,9,MORTGAGE,PERSONAL,10.36,0.09,5.0,No,28,323500,962
31.0,female,Bachelor,58639.0,6,MORTGAGE,MEDICAL,7.14,0.14,8.0,No,29,334000,959
35.0,female,Bachelor,31083.0,13,RENT,PERSONAL,15.68,0.23,7.0,No,28,345000,1026
27.0,female,Master,36983.0,7,RENT,MEDICAL,15.62,0.19,6.0,No,30,327000,908
32.0,male,Bachelor,39437.0,6,RENT,HOMEIMPROVEMENT,14.91,0.18,9.0,No,29,344500,989
28.0,male,Associate,37639.0,5,RENT,HOMEIMPROVEMENT,14.96,0.19,7.0,No,28,312000,928
30.0,female,High School,37774.0,10,RENT,HOMEIMPROVEMENT,11.01,0.19,5.0,No,27,295500,912
30.0,male,Bachelor,59485.0,8,MORTGAGE,EDUCATION,14.35,0.02,7.0,No,28,315000,937
